985,hsa-miR-548b-3p
60852,hsa-miR-301b-3p
5280453,hsa-miR-639
60852,hsa-miR-512-5p
3117,hsa-miR-4703-5p
5280795,hsa-miR-181b-3p
124886,hsa-miR-29b-2-5p
445434,hsa-miR-622
3101,hsa-miR-329-3p
54670067,hsa-miR-4426
445154,hsa-miR-302d-3p
25262965,hsa-miR-4467
126941,hsa-miR-516b-5p
1130,hsa-miR-549a-3p
4095,hsa-miR-125b-1-3p
3220,hsa-miR-122-5p
3071,hsa-miR-128-3p
442972,hsa-miR-516b-3p
5789,hsa-miR-942-5p
5280951,hsa-miR-1250-5p
3386,hsa-mir-548a-1
42611257,hsa-miR-191-5p
91466,hsa-miR-3198
2733,hsa-miR-4676-5p
176870,hsa-miR-519e-3p
5361,hsa-mir-24-2
72301,hsa-miR-95-5p
3103,hsa-miR-126-3p
4641,hsa-miR-520c-3p
28486,hsa-miR-641
65348,hsa-mir-548a-2
42890,hsa-miR-3141
42890,hsa-miR-429
41867,hsa-miR-924
6089,hsa-miR-494-3p
42611257,hsa-miR-4783-3p
4641,hsa-miR-4665-3p
2662,hsa-miR-29b-2-5p
5793,hsa-miR-671-5p
449171,hsa-miR-2278
216239,hsa-miR-4768-5p
216345,hsa-miR-3126-5p
5280360,hsa-miR-645
5462222,hsa-miR-3658
42611257,hsa-miR-326
5284373,hsa-miR-592
24978538,hsa-miR-548m
1548943,hsa-miR-3180
5757,hsa-miR-552-3p
162282,hsa-miR-339-3p
6468,hsa-miR-892b
387447,hsa-miR-1269a
65348,hsa-miR-3173-3p
11626560,hsa-miR-421
3397,hsa-miR-1825
460612,hsa-miR-2355-3p
4624,hsa-miR-34b-5p
6857599,hsa-miR-557
60852,hsa-miR-3193
72301,hsa-miR-1260b
25244711,hsa-miR-33b-5p
657237,hsa-miR-1261
9826528,hsa-mir-1255b-1
104758,hsa-miR-4664-3p
5352624,hsa-miR-4315
114900,hsa-miR-122-5p
449171,hsa-miR-148b-3p
2733,hsa-miR-330-3p
43815,hsa-mir-125b-1
2578,hsa-mir-29b-1
104842,hsa-miR-3162-5p
6013,hsa-miR-4261
91820602,hsa-miR-29a-5p
89594,hsa-miR-105-5p
5288209,hsa-miR-151a-5p
25227436,hsa-miR-200a-3p
985,hsa-miR-337-3p
5460341,hsa-miR-199b-3p
5865,hsa-miR-127-5p
445639,hsa-miR-181b-5p
4891,hsa-miR-216b-5p
5816,hsa-miR-148b-3p
2578,hsa-miR-154-5p
56842234,hsa-miR-1908-5p
5329102,hsa-miR-3173-3p
4158,hsa-miR-378i
3690,hsa-miR-877-3p
253602,hsa-miR-320c
21109,hsa-miR-3127-5p
446220,hsa-miR-3065-3p
44259,hsa-miR-130a-5p
37542,hsa-miR-551a
6106,hsa-miR-154-5p
6115,hsa-miR-1204
1548943,hsa-miR-582-3p
5035,hsa-miR-29c-5p
60852,hsa-miR-933
123596,hsa-miR-586
5280453,hsa-miR-125b-2-3p
25183872,hsa-miR-576-5p
208908,hsa-miR-1306-3p
145858,hsa-miR-149-5p
1175,hsa-miR-16-5p
176870,hsa-miR-362-3p
3062316,hsa-miR-1914-5p
60700,hsa-miR-1291
451668,hsa-miR-4460
3006531,hsa-miR-3648
445639,hsa-miR-4311
5280427,hsa-miR-553
65064,hsa-miR-19a-3p
5790,hsa-miR-181c-3p
3763,hsa-miR-200b-3p
104842,hsa-miR-3945
5280453,hsa-miR-665
42611257,hsa-miR-1224-3p
