60750,hsa-mir-130a
3385,hsa-mir-331
60750,hsa-let-7f-1
2767,hsa-mir-373
2767,hsa-mir-455
3385,hsa-mir-106a
31703,hsa-mir-379
5310940,hsa-mir-26b
5310940,hsa-mir-1257
2767,hsa-mir-625
5310940,hsa-mir-557
56842234,hsa-mir-222
3385,hsa-mir-204
5978,hsa-mir-7-1
5310940,hsa-mir-1287
5310940,hsa-mir-581
31703,hsa-mir-551b
31703,hsa-mir-28
5329102,hsa-mir-933
148124,hsa-mir-100
2767,hsa-mir-155
31703,hsa-mir-765
3385,hsa-mir-4685
3385,hsa-mir-32
24180719,hsa-mir-146a
60750,hsa-mir-29c
5310940,hsa-let-7a-1
2767,hsa-mir-200c
36314,hsa-mir-130b
31703,hsa-mir-532
36314,hsa-mir-31
5978,hsa-mir-1238
36314,hsa-mir-217
148124,hsa-mir-95
60750,hsa-mir-221
2767,hsa-mir-523
60750,hsa-mir-532
31703,hsa-mir-200c
5291,hsa-mir-301a
2767,hsa-mir-141
36314,hsa-mir-135b
2733526,hsa-mir-510
6253,hsa-let-7a-1
31703,hsa-mir-20b
2767,hsa-mir-20b
60750,hsa-mir-765
3385,hsa-mir-146a
36314,hsa-mir-126
36314,hsa-mir-200c
9903,hsa-mir-21
4212,hsa-mir-519c
3385,hsa-mir-873
5310940,hsa-mir-221
2520,hsa-mir-455
30323,hsa-mir-126
2767,hsa-mir-203a
5310940,hsa-mir-892b
24180719,hsa-mir-543
216239,hsa-mir-106b
2767,hsa-let-7g
60606,hsa-mir-223
5310940,hsa-mir-342
31703,hsa-mir-424
31703,hsa-mir-193a
60750,hsa-mir-21
31703,hsa-mir-135b
2767,hsa-mir-935
148124,hsa-mir-181d
60750,hsa-mir-518f
36314,hsa-mir-4284
2767,hsa-mir-551b
2767,hsa-mir-362
31703,hsa-mir-1299
126941,hsa-mir-27b
2520,hsa-mir-148a
60750,hsa-mir-4731
123631,hsa-mir-762
36314,hsa-mir-320a
38904,hsa-mir-634
5746,hsa-mir-4258
2520,hsa-mir-93
2767,hsa-mir-21
5310940,hsa-mir-663b
5310940,hsa-mir-93
5329102,hsa-mir-150
2767,hsa-mir-20a
60750,hsa-mir-4288
31703,hsa-mir-1236
148124,hsa-mir-205
60750,hsa-mir-4646
60750,hsa-mir-324
36314,hsa-mir-106a
36314,hsa-mir-4788
176870,hsa-mir-135b
5310940,hsa-mir-877
2733526,hsa-mir-628
2767,hsa-mir-30e
31703,hsa-mir-200c
91820602,hsa-mir-126
36462,hsa-mir-523
5310940,hsa-mir-99b
784,hsa-mir-21
60750,hsa-mir-4716
5978,hsa-mir-485
5310940,hsa-mir-1178
2520,hsa-mir-605
2520,hsa-mir-30e
36314,hsa-mir-1204
3385,hsa-mir-381
31703,hsa-mir-300
122724,hsa-mir-326
60750,hsa-mir-21
31703,hsa-mir-134
3385,hsa-mir-1290
3385,hsa-mir-4721
2767,hsa-mir-182
2767,hsa-mir-99b
3385,hsa-mir-4710
2767,hsa-mir-200b
31703,hsa-mir-877
36314,hsa-mir-133b
2767,hsa-mir-519c
2520,hsa-mir-425
5310940,hsa-mir-1265
9903,hsa-mir-542
216239,hsa-mir-34a
60750,hsa-mir-1307
2520,hsa-mir-652
2520,hsa-mir-21
216239,hsa-mir-100
2767,hsa-mir-503
2733526,hsa-mir-99b
2767,hsa-mir-22
5310940,hsa-mir-1910
3385,hsa-mir-24-1
36314,hsa-mir-933
3385,hsa-mir-3147
60750,hsa-mir-222
3385,hsa-mir-196b
2767,hsa-mir-193a
5310940,hsa-mir-33b
31703,hsa-mir-125a
31703,hsa-mir-32
36314,hsa-mir-373
3385,hsa-mir-7-1
31703,hsa-mir-34a
2520,hsa-mir-345
5329102,hsa-mir-30a
5746,hsa-mir-193b
36314,hsa-mir-140
2767,hsa-mir-200b
31703,hsa-mir-944
31703,hsa-mir-184
5291,hsa-mir-96
31703,hsa-mir-587
5310940,hsa-mir-193b
3385,hsa-mir-122
3385,hsa-let-7g
31703,hsa-mir-326
31703,hsa-mir-182
2767,hsa-let-7c
2733526,hsa-mir-125a
91820602,hsa-mir-377
36314,hsa-mir-326
3385,hsa-mir-424
31703,hsa-mir-150
2767,hsa-mir-125a
2520,hsa-mir-502
31703,hsa-mir-133b
36314,hsa-mir-106a
36314,hsa-let-7d
31703,hsa-mir-21
2767,hsa-mir-33a
2767,hsa-mir-542
31703,hsa-mir-22
60750,hsa-mir-195
3385,hsa-mir-31
2767,hsa-mir-135b
31703,hsa-mir-17
5329102,hsa-mir-296
31703,hsa-mir-210
31703,hsa-mir-433
36314,hsa-mir-1264
31703,hsa-mir-591
31703,hsa-mir-1915
60750,hsa-mir-4488
5746,hsa-mir-99b
2767,hsa-mir-141
31703,hsa-mir-297
2767,hsa-mir-525
