462382,hsa-miR-576-5p
91466,hsa-miR-32-5p
544,hsa-miR-628-5p
2733526,hsa-miR-107
444796,hsa-miR-19b-3p
107985,hsa-miR-520b-3p
387447,hsa-miR-558
448537,hsa-miR-525-5p
5318517,hsa-miR-616-5p
2662,hsa-miR-664a-3p
5352624,hsa-miR-4509
2662,hsa-miR-30a-3p
5757,hsa-miR-127-3p
42611257,hsa-miR-299-3p
4095,hsa-miR-328-3p
5394,hsa-miR-205-5p
114900,hsa-miR-15b-5p
5318517,hsa-miR-199a-5p
1832,hsa-miR-765
91466,hsa-miR-888-5p
15625,hsa-miR-92b-3p
148124,hsa-miR-3668
15939,hsa-miR-329-3p
5222465,hsa-miR-190b-5p
9576410,hsa-miR-409-3p
119104,hsa-miR-367-3p
148124,hsa-miR-3679-5p
89594,hsa-miR-181d-5p
36314,hsa-miR-4661-3p
2578,hsa-miR-4795-5p
5994,hsa-miR-320c
164676,hsa-miR-148a-3p
712,hsa-miR-4772-5p
638278,hsa-miR-335-5p
53232,hsa-miR-671-5p
53232,hsa-miR-3167
9576410,hsa-miR-3146
60953,hsa-miR-887-5p
11953817,hsa-miR-503-5p
164676,hsa-miR-28-5p
444732,hsa-miR-339-3p
31101,hsa-miR-142-5p
5318517,hsa-miR-598-5p
11953817,hsa-miR-4729
13342,hsa-miR-454-3p
10635,hsa-miR-542-3p
4091,hsa-miR-452-5p
60838,hsa-miR-138-5p
24288,hsa-miR-141-3p
2578,hsa-miR-4774-5p
123596,hsa-miR-515-5p
10635,hsa-miR-557
5284373,hsa-miR-339-5p
5288209,hsa-miR-4464
9547215,hsa-miR-129-5p
9804992,hsa-miR-518b
265237,hsa-miR-3192-5p
123631,hsa-miR-1225-5p
122634,hsa-miR-371a-3p
119104,hsa-miR-3163
5352624,hsa-miR-320a-3p
123631,hsa-miR-33b-5p
969516,hsa-miR-153-3p
54670067,hsa-miR-150-5p
54670067,hsa-let-7a-5p
5283344,hsa-miR-508-3p
60852,hsa-miR-630
5816,hsa-miR-1912-3p
21633059,hsa-miR-671-5p
387447,hsa-miR-187-3p
5288826,hsa-miR-644a
60953,hsa-miR-129-5p
445154,hsa-miR-4796-3p
41867,hsa-miR-575
5073,hsa-miR-181a-3p
13089,hsa-miR-139-5p
23973,hsa-miR-328-3p
445434,hsa-miR-217-5p
241,hsa-miR-140-3p
455658,hsa-miR-581
21633059,hsa-miR-504-5p
9804992,hsa-miR-369-3p
14403,hsa-miR-509-5p
452548,hsa-miR-644a
5280795,hsa-miR-342-5p
638278,hsa-miR-4791
4624,hsa-miR-3679-5p
3121,hsa-miR-323a-3p
36462,hsa-miR-30a-5p
4624,hsa-miR-182-5p
13342,hsa-miR-129-2-3p
91466,hsa-miR-488-3p
107985,hsa-miR-487b-3p
21109,hsa-miR-410-5p
164676,hsa-miR-124-3p
6089,hsa-miR-3648
460612,hsa-miR-574-5p
15625,hsa-miR-140-3p
5318517,hsa-miR-412-3p
89594,hsa-miR-631
544,hsa-miR-224-5p
162282,hsa-miR-3651
3071,hsa-miR-450a-5p
3229,hsa-miR-296-3p
446220,hsa-miR-190a-5p
46843772,hsa-miR-33a-5p
9949648,hsa-miR-663a
5790,hsa-miR-520b-3p
2733526,hsa-miR-151a-5p
5394,hsa-miR-152-3p
4095,hsa-miR-23b-3p
15625,hsa-miR-891a-5p
47725,hsa-miR-4281
5743,hsa-miR-620
2733526,hsa-miR-501-5p
5280448,hsa-miR-17-3p
5222465,hsa-miR-1228-3p
444795,hsa-miR-3665
544,hsa-miR-323b-5p
15,hsa-miR-205-5p
6279,hsa-miR-4476
10836,hsa-miR-3658
667639,hsa-miR-1915-3p
444797,hsa-miR-1915-3p
4624,hsa-miR-1271-5p
5283344,hsa-miR-323a-5p
5222465,hsa-miR-607
6013,hsa-miR-181b-5p
31101,hsa-miR-889-5p
119104,hsa-miR-570-3p
216239,hsa-miR-373-3p
5310940,hsa-miR-4474-3p
985,hsa-miR-586
3220,hsa-miR-874-3p
60750,hsa-miR-190b-5p
60838,hsa-miR-4327
54670067,hsa-miR-100-5p
5280961,hsa-miR-1-3p
73581,hsa-miR-3665
229455,hsa-miR-4759
462382,hsa-miR-1912-3p
47318,hsa-miR-622
667639,hsa-miR-592
31101,hsa-miR-487a-3p
444732,hsa-miR-10a-5p
216326,hsa-miR-3668
9576410,hsa-miR-510-5p
241,hsa-miR-429
4095,hsa-miR-520b-3p
5994,hsa-miR-589-3p
10635,hsa-miR-675-5p
31401,hsa-miR-1238-3p
462382,hsa-miR-32-5p
9444,hsa-miR-597-5p
5073,hsa-miR-548b-3p
60750,hsa-miR-875-3p
445154,hsa-miR-520a-3p
24497,hsa-miR-378a-3p
6279,hsa-miR-34c-5p
53232,hsa-miR-552-3p
91466,hsa-miR-486-5p
60838,hsa-miR-371a-3p
31401,hsa-miR-2117
3652,hsa-miR-4796-3p
6623,hsa-miR-140-3p
241,hsa-miR-30a-5p
5311,hsa-miR-4450
445154,hsa-miR-621
15625,hsa-miR-515-5p
123596,hsa-miR-181a-5p
3386,hsa-miR-891a-5p
229455,hsa-miR-596
3386,hsa-miR-10b-5p
10836,hsa-miR-199a-3p
72304,hsa-miR-521
119307,hsa-miR-935
784,hsa-miR-302d-3p
6013,hsa-miR-877-5p
107985,hsa-miR-146a-5p
36462,hsa-miR-450b-5p
3229,hsa-miR-584-5p
119307,hsa-miR-1246
445639,hsa-miR-608
444797,hsa-miR-370-3p
5280795,hsa-miR-487a-3p
446220,hsa-miR-544a
10836,hsa-miR-545-3p
73581,hsa-miR-107
9444,hsa-miR-2117
5394,hsa-miR-519a-3p
3220,hsa-miR-196a-5p
89594,hsa-miR-3167
11953817,hsa-miR-4306
1832,hsa-miR-187-3p
4158,hsa-miR-29a-3p
5282350,hsa-miR-487b-3p
462382,hsa-miR-3668
97226,hsa-miR-2355-3p
13342,hsa-miR-450b-5p
9804992,hsa-miR-622
60852,hsa-miR-154-5p
162282,hsa-miR-574-5p
2336,hsa-miR-3146
3386,hsa-miR-892a
5280448,hsa-miR-34a-5p
60750,hsa-miR-572
446220,hsa-miR-196a-5p
5310940,hsa-miR-486-5p
5865,hsa-miR-381-3p
448537,hsa-miR-557
544,hsa-miR-520h
6089,hsa-miR-875-3p
15625,hsa-miR-106a-5p
14888,hsa-miR-590-5p
985,hsa-miR-542-3p
5978,hsa-miR-516b-5p
2733526,hsa-miR-34b-3p
73581,hsa-miR-431-5p
5352624,hsa-miR-378a-3p
24497,hsa-miR-193b-3p
442793,hsa-miR-493-3p
444795,hsa-miR-574-5p
5790,hsa-miR-26b-5p
24497,hsa-miR-128-3p
13089,hsa-miR-369-3p
4158,hsa-miR-520b-3p
47318,hsa-miR-652-3p
3229,hsa-miR-498-5p
445639,hsa-miR-551a
13089,hsa-miR-875-3p
15,hsa-miR-146b-5p
6279,hsa-miR-454-5p
3220,hsa-miR-193b-3p
5222465,hsa-miR-183-5p
31703,hsa-miR-4774-5p
2995,hsa-miR-601
5743,hsa-miR-302b-3p
31703,hsa-miR-32-5p
31703,hsa-miR-708-5p
3028194,hsa-miR-874-3p
241,hsa-miR-450b-5p
445580,hsa-miR-634
6013,hsa-miR-513a-5p
784,hsa-miR-549a-3p
444797,hsa-miR-708-5p
14888,hsa-miR-1262
712,hsa-miR-4773
5865,hsa-miR-545-3p
445434,hsa-miR-3167
5352624,hsa-miR-769-5p
3121,hsa-miR-652-3p
5280448,hsa-miR-658
91466,hsa-miR-548d-5p
5329102,hsa-miR-3914
985,hsa-miR-4464
3071,hsa-miR-544a
15939,hsa-miR-662
444732,hsa-miR-183-5p
23973,hsa-miR-548b-5p
47725,hsa-miR-935
448537,hsa-miR-7-5p
445639,hsa-miR-323b-5p
5352624,hsa-miR-409-3p
2336,hsa-miR-582-5p
119104,hsa-miR-211-5p
3385,hsa-miR-4252
14888,hsa-miR-433-5p
15625,hsa-miR-128-3p
2733526,hsa-miR-4674
5280961,hsa-miR-382-5p
31101,hsa-miR-411-5p
460612,hsa-miR-139-3p
1832,hsa-miR-520h
14888,hsa-miR-374a-5p
41867,hsa-miR-1268a
442793,hsa-miR-4703-5p
54670067,hsa-miR-521
3386,hsa-miR-4791
164676,hsa-miR-556-5p
6013,hsa-miR-581
31101,hsa-miR-221-3p
31401,hsa-miR-1827
60750,hsa-miR-30b-5p
5310940,hsa-miR-105-5p
985,hsa-miR-193b-5p
31401,hsa-miR-889-5p
387447,hsa-miR-509-5p
5816,hsa-miR-371a-3p
387447,hsa-miR-4700-5p
702,hsa-miR-346
23973,hsa-miR-346
5281708,hsa-miR-188-3p
60838,hsa-miR-363-3p
985,hsa-miR-342-5p
2995,hsa-miR-1251-5p
445639,hsa-miR-98-5p
216239,hsa-miR-378i
